player_name,season,GAME_DATE,MATCHUP,MIN,PTS,REB,AST,STL,BLK,TOV,FGM,FGA,FG3M,FG3A,FTM,FTA
Nikola Jokic,2023-24,"Apr 14, 2024",DEN @ MEM,31,15,15,5,4,0,4,7,11,0,0,1,2
Nikola Jokic,2023-24,"Apr 12, 2024",DEN @ SAS,39,22,7,12,2,1,3,9,13,1,2,3,3
Nikola Jokic,2023-24,"Apr 10, 2024",DEN vs. MIN,38,41,11,7,3,0,2,16,20,2,2,7,12
Nikola Jokic,2023-24,"Apr 09, 2024",DEN @ UTA,34,28,13,7,3,1,5,12,20,2,2,2,2
Nikola Jokic,2023-24,"Apr 06, 2024",DEN vs. ATL,31,19,14,11,2,0,4,6,13,2,3,5,6
Nikola Jokic,2023-24,"Apr 04, 2024",DEN @ LAC,40,36,17,10,0,0,5,14,24,3,8,5,6
Nikola Jokic,2023-24,"Apr 02, 2024",DEN vs. SAS,38,42,16,6,1,2,4,18,32,1,6,5,6
Nikola Jokic,2023-24,"Mar 31, 2024",DEN vs. CLE,35,26,18,16,1,0,3,11,18,1,2,3,5
Nikola Jokic,2023-24,"Mar 29, 2024",DEN vs. MIN,37,32,10,5,2,1,4,11,24,0,3,10,13
Nikola Jokic,2023-24,"Mar 27, 2024",DEN vs. PHX,42,22,9,10,2,1,1,9,16,1,5,3,3
Nikola Jokic,2023-24,"Mar 25, 2024",DEN vs. MEM,31,29,11,8,3,1,4,11,18,1,2,6,7
Nikola Jokic,2023-24,"Mar 21, 2024",DEN vs. NYK,39,30,14,11,1,0,1,12,23,0,1,6,7
Nikola Jokic,2023-24,"Mar 19, 2024",DEN @ MIN,38,35,16,2,0,0,3,14,22,3,4,4,6
Nikola Jokic,2023-24,"Mar 17, 2024",DEN @ DAL,39,16,11,7,2,0,3,6,16,0,2,4,5
Nikola Jokic,2023-24,"Mar 15, 2024",DEN @ SAS,31,31,7,5,0,2,3,13,19,1,3,4,4
Nikola Jokic,2023-24,"Mar 13, 2024",DEN @ MIA,38,12,14,6,1,0,4,5,8,0,0,2,3
Nikola Jokic,2023-24,"Mar 11, 2024",DEN vs. TOR,38,35,17,12,6,2,2,14,26,1,3,6,6
Nikola Jokic,2023-24,"Mar 09, 2024",DEN vs. UTA,32,26,6,8,1,2,3,12,14,0,0,2,2
Nikola Jokic,2023-24,"Mar 07, 2024",DEN vs. BOS,39,32,12,11,2,0,0,11,19,0,0,10,10
Nikola Jokic,2023-24,"Mar 05, 2024",DEN vs. PHX,44,25,16,5,0,0,7,8,18,4,7,5,7
Nikola Jokic,2023-24,"Mar 02, 2024",DEN @ LAL,39,35,10,7,0,1,3,16,25,1,5,2,2
Nikola Jokic,2023-24,"Feb 29, 2024",DEN vs. MIA,38,18,11,7,1,2,4,6,15,0,3,6,6
Nikola Jokic,2023-24,"Feb 28, 2024",DEN vs. SAC,32,14,14,11,3,1,2,5,9,0,0,4,4
Nikola Jokic,2023-24,"Feb 25, 2024",DEN @ GSW,37,32,16,16,4,1,2,13,24,2,6,4,4
Nikola Jokic,2023-24,"Feb 23, 2024",DEN @ POR,35,29,15,14,2,1,2,12,17,1,3,4,5
Nikola Jokic,2023-24,"Feb 22, 2024",DEN vs. WAS,31,21,19,15,1,0,3,10,10,0,0,1,2
Nikola Jokic,2023-24,"Feb 14, 2024",DEN vs. SAC,39,15,5,8,0,1,0,6,17,0,6,3,4
Nikola Jokic,2023-24,"Feb 12, 2024",DEN @ MIL,32,29,12,8,0,0,5,13,25,2,5,1,3
Nikola Jokic,2023-24,"Feb 09, 2024",DEN @ SAC,30,23,8,7,3,0,1,9,17,1,1,4,5
Nikola Jokic,2023-24,"Feb 08, 2024",DEN @ LAL,36,24,13,9,0,3,6,9,20,2,6,4,4
Nikola Jokic,2023-24,"Feb 04, 2024",DEN vs. POR,34,29,8,7,2,0,2,12,20,1,3,4,5
Nikola Jokic,2023-24,"Feb 02, 2024",DEN vs. POR,38,27,22,12,1,2,4,11,16,1,1,4,4
Nikola Jokic,2023-24,"Jan 29, 2024",DEN vs. MIL,40,25,16,12,3,2,3,10,25,1,6,4,5
Nikola Jokic,2023-24,"Jan 27, 2024",DEN vs. PHI,37,26,16,7,2,0,3,8,16,0,1,10,16
Nikola Jokic,2023-24,"Jan 25, 2024",DEN @ NYK,27,31,11,3,0,0,7,13,18,2,3,3,3
Nikola Jokic,2023-24,"Jan 23, 2024",DEN @ IND,37,31,13,10,0,1,1,13,19,3,4,2,2
Nikola Jokic,2023-24,"Jan 21, 2024",DEN @ WAS,36,42,12,8,2,2,0,15,20,0,0,12,14
Nikola Jokic,2023-24,"Jan 19, 2024",DEN @ BOS,38,34,12,9,0,0,4,14,22,2,4,4,4
Nikola Jokic,2023-24,"Jan 16, 2024",DEN @ PHI,38,25,19,3,1,1,4,11,20,0,2,3,4
Nikola Jokic,2023-24,"Jan 14, 2024",DEN vs. IND,33,25,12,9,2,1,7,12,13,0,0,1,2
Nikola Jokic,2023-24,"Jan 12, 2024",DEN vs. NOP,32,27,10,14,0,1,2,11,17,1,2,4,4
Nikola Jokic,2023-24,"Jan 10, 2024",DEN @ UTA,30,27,11,6,1,0,6,8,9,1,1,10,12
Nikola Jokic,2023-24,"Jan 07, 2024",DEN vs. DET,25,4,7,16,0,5,2,2,3,0,0,0,0
Nikola Jokic,2023-24,"Jan 05, 2024",DEN vs. ORL,37,29,4,8,3,0,2,13,19,0,1,3,4
Nikola Jokic,2023-24,"Jan 04, 2024",DEN @ GSW,38,34,9,10,2,1,4,13,16,2,2,6,7
Nikola Jokic,2023-24,"Jan 01, 2024",DEN vs. CHA,28,13,11,6,1,1,3,6,7,0,0,1,1
Nikola Jokic,2023-24,"Dec 29, 2023",DEN vs. OKC,32,19,10,7,1,1,7,9,10,1,1,0,0
Nikola Jokic,2023-24,"Dec 28, 2023",DEN vs. MEM,30,26,14,10,0,2,3,11,11,1,1,3,3
Nikola Jokic,2023-24,"Dec 25, 2023",DEN vs. GSW,39,26,14,8,0,0,3,4,12,0,2,18,18
Nikola Jokic,2023-24,"Dec 23, 2023",DEN @ CHA,36,18,10,9,1,1,3,8,14,0,2,2,2
Nikola Jokic,2023-24,"Dec 22, 2023",DEN @ BKN,34,31,11,7,3,2,0,12,17,2,2,5,5
Nikola Jokic,2023-24,"Dec 20, 2023",DEN @ TOR,38,31,15,6,0,2,2,13,23,3,5,2,3
Nikola Jokic,2023-24,"Dec 18, 2023",DEN vs. DAL,28,8,9,7,2,0,2,3,8,0,1,2,2
Nikola Jokic,2023-24,"Dec 16, 2023",DEN vs. OKC,37,24,6,12,2,0,3,8,15,1,2,7,8
Nikola Jokic,2023-24,"Dec 14, 2023",DEN vs. BKN,30,26,14,10,1,0,1,8,12,0,2,10,12
Nikola Jokic,2023-24,"Dec 12, 2023",DEN @ CHI,16,4,9,6,0,0,0,2,5,0,0,0,0
Nikola Jokic,2023-24,"Dec 11, 2023",DEN @ ATL,36,25,8,9,3,2,1,9,13,1,1,6,7
Nikola Jokic,2023-24,"Dec 08, 2023",DEN vs. HOU,34,23,16,5,0,2,3,9,26,1,2,4,7
Nikola Jokic,2023-24,"Dec 06, 2023",DEN @ LAC,37,22,15,10,1,0,4,9,32,2,7,2,2
Nikola Jokic,2023-24,"Dec 02, 2023",DEN @ SAC,38,36,13,14,2,1,0,13,23,1,4,9,12
Nikola Jokic,2023-24,"Dec 01, 2023",DEN @ PHX,35,21,5,16,1,2,3,9,18,0,3,3,6
